Days,Open,High,Low,Close,Volume
0.0,0.196417,0.199083,0.192333,0.192333,436416000
3.0,0.195250,0.199917,0.193500,0.198583,575292000
4.0,0.198000,0.209417,0.197083,0.206667,1093344000
5.0,0.204333,0.209500,0.202917,0.208500,673032000
6.0,0.211083,0.212083,0.207250,0.209250,433752000
7.0,0.207833,0.214833,0.206167,0.212250,766584000
10.0,0.213000,0.215333,0.211000,0.214667,541980000
11.0,0.213583,0.215667,0.201333,0.203583,865800000
12.0,0.204583,0.207500,0.200167,0.202083,544872000
13.0,0.200583,0.204083,0.197000,0.202417,609204000
14.0,0.204500,0.207250,0.202583,0.205500,451728000
18.0,0.208000,0.211583,0.205667,0.211250,487764000
19.0,0.209500,0.210333,0.201167,0.201500,494460000
20.0,0.202583,0.205833,0.194417,0.196833,605724000
21.0,0.195833,0.199750,0.192000,0.192417,482472000
24.0,0.193667,0.200833,0.192167,0.200000,393684000
25.0,0.196000,0.199167,0.187083,0.188583,934104000
26.0,0.191000,0.194000,0.187083,0.188083,615204000
27.0,0.188667,0.189583,0.176250,0.182583,929700000
28.0,0.182167,0.189583,0.181083,0.185417,466464000
31.0,0.186917,0.192083,0.185000,0.188417,560844000
32.0,0.187917,0.191167,0.185250,0.187750,418032000
33.0,0.185083,0.186583,0.182417,0.182667,436800000
34.0,0.183667,0.187500,0.182500,0.185417,331980000
35.0,0.187833,0.192333,0.186833,0.189667,471132000
38.0,0.191083,0.194167,0.188250,0.188333,373992000
39.0,0.188917,0.195417,0.188833,0.195250,509700000
40.0,0.197750,0.202750,0.197083,0.202083,737808000
41.0,0.201000,0.202083,0.192917,0.196000,974892000
42.0,0.190833,0.199083,0.189167,0.194167,1747500000
46.0,0.194917,0.196917,0.192250,0.196333,575976000
47.0,0.196917,0.197917,0.195000,0.196333,320244000
48.0,0.198750,0.202250,0.195833,0.196250,631032000
49.0,0.195917,0.201667,0.194833,0.201167,618120000
52.0,0.200833,0.201167,0.191500,0.194167,853332000
53.0,0.190833,0.193250,0.184333,0.186417,708384000
54.0,0.187583,0.191083,0.185500,0.187500,652512000
55.0,0.190250,0.190583,0.186417,0.188750,344976000
56.0,0.189167,0.189333,0.182583,0.185417,595548000
59.0,0.184917,0.188500,0.184667,0.188167,506628000
60.0,0.188417,0.189750,0.183917,0.184667,813348000
61.0,0.184167,0.184167,0.179250,0.182250,552492000
62.0,0.184083,0.186583,0.182583,0.186250,413352000
63.0,0.182083,0.189167,0.181417,0.184917,354888000
66.0,0.185000,0.187500,0.177083,0.178500,465168000
67.0,0.180000,0.180167,0.174250,0.177250,371232000
68.0,0.178417,0.180333,0.173417,0.174667,481692000
69.0,0.172333,0.178500,0.172333,0.173333,526872000
70.0,0.175667,0.179167,0.173750,0.177000,377952000
73.0,0.175917,0.176667,0.171917,0.173000,421224000
74.0,0.175167,0.181250,0.174000,0.180417,597504000
75.0,0.183333,0.186583,0.182583,0.184833,524592000
76.0,0.183833,0.189167,0.183333,0.186917,528048000
77.0,0.185917,0.187833,0.183667,0.184750,452964000
80.0,0.181917,0.184750,0.179167,0.183333,576708000
81.0,0.185833,0.187833,0.182000,0.184083,576036000
82.0,0.183750,0.195417,0.183333,0.192333,787344000
83.0,0.194500,0.204500,0.194167,0.203500,997128000
84.0,0.202917,0.206083,0.200167,0.202917,551604000
87.0,0.205833,0.214417,0.205417,0.211667,985764000
88.0,0.210250,0.219000,0.210083,0.218000,724956000
89.0,0.219083,0.222333,0.217917,0.220000,604752000
90.0,0.220250,0.224750,0.210583,0.216083,1319508000
91.0,0.220833,0.222250,0.214167,0.219167,649740000
94.0,0.218000,0.227917,0.218000,0.227000,576744000
95.0,0.222500,0.224083,0.216667,0.217833,624096000
96.0,0.219500,0.219583,0.212833,0.216667,447864000
97.0,0.221500,0.225000,0.219833,0.222833,447096000
101.0,0.224583,0.225583,0.217333,0.218667,443784000
102.0,0.220667,0.220833,0.212500,0.213583,442704000
103.0,0.212500,0.218667,0.210083,0.214667,512016000
104.0,0.211750,0.212667,0.202500,0.203417,828084000
105.0,0.202583,0.202667,0.196333,0.196750,654864000
108.0,0.196583,0.197917,0.193000,0.196500,522804000
109.0,0.197000,0.199167,0.188083,0.188167,513804000
110.0,0.188917,0.195000,0.187000,0.188417,688812000
111.0,0.186667,0.192667,0.182750,0.189500,695520000
112.0,0.191833,0.196917,0.191250,0.193667,443928000
115.0,0.194083,0.194917,0.185583,0.186083,429912000
116.0,0.188250,0.193250,0.183833,0.184500,494568000
117.0,0.184583,0.187417,0.182333,0.183750,468768000
118.0,0.182667,0.183917,0.176250,0.178667,645048000
119.0,0.177667,0.178750,0.170333,0.171000,512928000
122.0,0.172833,0.174583,0.165833,0.168833,610668000
123.0,0.171250,0.181750,0.170833,0.179583,772380000
124.0,0.179750,0.182667,0.178250,0.181083,464280000
125.0,0.179250,0.184000,0.175417,0.182583,711348000
126.0,0.187917,0.191417,0.183000,0.184000,956772000
129.0,0.179083,0.181000,0.172917,0.176833,669072000
130.0,0.179083,0.182917,0.178333,0.181167,399936000
131.0,0.180167,0.180417,0.172417,0.178667,482328000
132.0,0.177167,0.182500,0.176667,0.179250,347952000
133.0,0.180000,0.183167,0.178333,0.179250,459000000
136.0,0.176667,0.179000,0.173750,0.176417,308340000
137.0,0.178000,0.181333,0.177333,0.179250,204420000
138.0,0.183250,0.185833,0.177917,0.178833,498276000
139.0,0.178500,0.181500,0.175333,0.176250,421488000
140.0,0.178333,0.178583,0.174250,0.176667,282096000
143.0,0.176333,0.178083,0.174000,0.176083,301620000
144.0,0.176833,0.184583,0.173250,0.183750,681264000
145.0,0.183750,0.190000,0.182667,0.187500,524568000
146.0,0.190583,0.193417,0.187833,0.188083,556548000
147.0,0.190417,0.196500,0.188917,0.195417,637980000
151.0,0.192083,0.197250,0.191833,0.195250,318420000
152.0,0.200000,0.200917,0.193583,0.193750,643800000
153.0,0.193833,0.194250,0.183833,0.184417,700824000
154.0,0.188167,0.188583,0.182417,0.182583,649608000
157.0,0.185583,0.189083,0.183250,0.187000,571956000
158.0,0.185917,0.186250,0.180917,0.183667,615000000
159.0,0.184750,0.185000,0.174500,0.175083,498336000
160.0,0.177917,0.178250,0.171750,0.173333,564516000
164.0,0.172417,0.172417,0.166583,0.167917,424752000
165.0,0.170750,0.173000,0.168833,0.170417,394584000
166.0,0.169917,0.171000,0.167083,0.167750,252576000
167.0,0.166667,0.170750,0.163583,0.164417,482376000
168.0,0.165333,0.169250,0.162500,0.164667,534336000
171.0,0.164917,0.167500,0.160667,0.161750,266568000
172.0,0.162667,0.167083,0.161583,0.166333,430308000
173.0,0.165833,0.169833,0.165417,0.169167,264660000
174.0,0.173667,0.174250,0.166417,0.167667,590652000
175.0,0.168833,0.170750,0.166833,0.168750,329124000
178.0,0.171167,0.171750,0.166667,0.167333,299376000
179.0,0.168333,0.173333,0.167667,0.173083,363852000
180.0,0.168500,0.173250,0.168500,0.170583,329268000
181.0,0.172500,0.172750,0.162500,0.162750,505620000
182.0,0.164500,0.164583,0.159250,0.160500,294948000
186.0,0.158583,0.160250,0.149333,0.151083,575388000
187.0,0.153000,0.156167,0.151083,0.151833,344136000
188.0,0.150417,0.152917,0.146917,0.147167,430056000
189.0,0.147000,0.147167,0.138083,0.140833,1114500000
192.0,0.136917,0.140833,0.135750,0.137583,676044000
193.0,0.139250,0.141667,0.135833,0.137333,567108000
194.0,0.132500,0.136167,0.128583,0.131250,901608000
195.0,0.132583,0.134000,0.129500,0.130333,611352000
196.0,0.134333,0.134500,0.126500,0.126500,464700000
199.0,0.126833,0.129333,0.125083,0.127917,461088000
200.0,0.127833,0.131000,0.126583,0.130500,341544000
201.0,0.132500,0.132667,0.122167,0.122583,613416000
202.0,0.124000,0.125833,0.120000,0.125167,521460000
203.0,0.126000,0.126167,0.121000,0.121833,371496000
206.0,0.123417,0.124500,0.117250,0.118417,503208000
207.0,0.119000,0.122667,0.115333,0.122333,789888000
208.0,0.122083,0.122500,0.115833,0.119250,505116000
209.0,0.120917,0.130167,0.120333,0.127083,747360000
210.0,0.125500,0.130833,0.125250,0.128500,403956000
213.0,0.128583,0.130667,0.126417,0.130167,420984000
214.0,0.130750,0.130833,0.122417,0.123417,741540000
215.0,0.122083,0.125917,0.121917,0.124750,507816000
216.0,0.126083,0.126667,0.119167,0.121333,859920000
217.0,0.084250,0.085000,0.077500,0.078583,5088948000
220.0,0.080583,0.083917,0.079250,0.082083,1579212000
221.0,0.086667,0.089417,0.085250,0.088583,2051916000
222.0,0.087417,0.087417,0.085417,0.086000,963816000
223.0,0.086250,0.086500,0.083833,0.084000,654384000
224.0,0.086000,0.088083,0.085250,0.087500,815700000
227.0,0.086500,0.088833,0.086000,0.086667,531732000
228.0,0.088583,0.091917,0.087750,0.091417,744912000
229.0,0.091833,0.097500,0.091083,0.097500,872424000
230.0,0.096917,0.098667,0.095667,0.097167,724404000
231.0,0.096667,0.104333,0.096333,0.102917,1199040000
234.0,0.104583,0.106250,0.104000,0.105167,800028000
235.0,0.106667,0.107167,0.099250,0.101250,939420000
236.0,0.103500,0.106333,0.101583,0.105583,721308000
237.0,0.105417,0.106500,0.104583,0.105833,612720000
238.0,0.105917,0.109333,0.105833,0.107833,565128000
241.0,0.107417,0.108000,0.104167,0.104250,628056000
242.0,0.104667,0.105167,0.100583,0.103833,587064000
243.0,0.102500,0.107333,0.101167,0.105833,591744000
244.0,0.106333,0.111000,0.105333,0.110167,770088000
245.0,0.106833,0.109000,0.105917,0.106833,715056000
249.0,0.107500,0.109750,0.103417,0.104833,727332000
250.0,0.104917,0.105833,0.102417,0.102667,834984000
251.0,0.105167,0.114750,0.104667,0.112917,1299324000
252.0,0.111000,0.117833,0.110667,0.117250,1039344000
255.0,0.117083,0.121833,0.116917,0.119500,967752000
256.0,0.118417,0.120833,0.117500,0.120000,683556000
257.0,0.116333,0.116667,0.111833,0.113333,1163904000
258.0,0.115250,0.118750,0.114833,0.117583,810024000
259.0,0.118500,0.123083,0.117500,0.122417,1003800000
262.0,0.120000,0.125750,0.118500,0.122250,794628000
263.0,0.125000,0.126500,0.123500,0.125500,503904000
264.0,0.122167,0.125167,0.119083,0.119667,625920000
265.0,0.121083,0.121417,0.117583,0.120750,578664000
266.0,0.121250,0.121417,0.115333,0.117083,476316000
269.0,0.116167,0.117500,0.112917,0.115000,406020000
270.0,0.114750,0.117667,0.113167,0.116667,474840000
271.0,0.116583,0.122833,0.115083,0.119500,537228000
272.0,0.120833,0.123750,0.118583,0.121000,619680000
273.0,0.121583,0.126667,0.121000,0.126000,590412000
276.0,0.127083,0.131250,0.126833,0.129583,673932000
277.0,0.126417,0.129750,0.125500,0.126667,633180000
278.0,0.126417,0.127750,0.123500,0.127167,498504000
279.0,0.129500,0.132417,0.127250,0.127917,798072000
280.0,0.126583,0.127083,0.119833,0.120917,693420000
283.0,0.121083,0.123500,0.118917,0.121083,373848000
284.0,0.117000,0.120250,0.115083,0.119333,827232000
285.0,0.122917,0.124500,0.117583,0.118583,672816000
286.0,0.119667,0.119667,0.114167,0.115000,513264000
287.0,0.115250,0.115417,0.109000,0.111833,1280484000
290.0,0.111167,0.115000,0.110250,0.113833,573972000
291.0,0.116417,0.117583,0.112250,0.113083,618480000
292.0,0.112750,0.114917,0.112083,0.114417,540204000
293.0,0.115583,0.118500,0.114667,0.117000,1013964000
294.0,0.118083,0.118333,0.110333,0.110667,686460000
297.0,0.109750,0.113583,0.109500,0.111167,529164000
298.0,0.122083,0.126583,0.118083,0.120750,2455776000
299.0,0.118583,0.126333,0.118583,0.124083,1074036000
300.0,0.122417,0.125000,0.121583,0.122750,561552000
301.0,0.121583,0.123250,0.119500,0.120583,742860000
304.0,0.122250,0.123250,0.120667,0.123167,653892000
305.0,0.122833,0.127500,0.121833,0.124917,1095756000
306.0,0.130000,0.130417,0.125417,0.126083,910356000
307.0,0.127000,0.130000,0.124333,0.128417,995544000
308.0,0.148333,0.156417,0.145333,0.147000,3849012000
311.0,0.145417,0.150583,0.144750,0.148583,718620000
312.0,0.146333,0.149833,0.146250,0.147667,615936000
313.0,0.147500,0.149083,0.146833,0.147667,645912000
314.0,0.148583,0.150583,0.147583,0.150583,507000000
315.0,0.152917,0.153333,0.149333,0.150833,647076000
318.0,0.149333,0.154167,0.148417,0.153083,536472000
319.0,0.153583,0.155250,0.149750,0.152583,472728000
320.0,0.155000,0.159250,0.153500,0.155167,602772000
321.0,0.156500,0.158500,0.153250,0.157167,532524000
322.0,0.169167,0.171083,0.156750,0.158000,2126052000
325.0,0.158583,0.162500,0.157083,0.162500,733788000
326.0,0.161167,0.164917,0.159833,0.163167,676896000
327.0,0.163000,0.166500,0.162583,0.163833,428580000
329.0,0.164583,0.167000,0.163167,0.165500,350760000
332.0,0.166750,0.167917,0.160833,0.162250,704388000
333.0,0.162917,0.163083,0.158500,0.159417,576540000
334.0,0.160833,0.163417,0.159667,0.163417,514572000
335.0,0.161833,0.166833,0.160583,0.165583,758652000
336.0,0.169583,0.175000,0.169000,0.172750,1347312000
339.0,0.173583,0.182417,0.170500,0.181000,970500000
340.0,0.191583,0.208000,0.187833,0.190083,2927052000
341.0,0.192750,0.195833,0.190833,0.192333,872724000
342.0,0.188917,0.192583,0.185250,0.190583,869964000
343.0,0.195000,0.196333,0.193083,0.194250,652848000
346.0,0.191333,0.193833,0.188000,0.188917,738024000
347.0,0.189083,0.192917,0.188750,0.192750,512988000
348.0,0.194667,0.195083,0.191667,0.194500,432768000
349.0,0.200167,0.207167,0.196750,0.197083,1524036000
350.0,0.200750,0.201583,0.189917,0.192167,1214244000
353.0,0.194417,0.197417,0.189083,0.190083,898728000
354.0,0.190083,0.192833,0.185417,0.191500,899400000
355.0,0.195333,0.196250,0.191333,0.191750,421824000
356.0,0.190667,0.194417,0.189750,0.192250,366972000
360.0,0.194917,0.195750,0.189583,0.190583,308208000
361.0,0.191000,0.192500,0.188833,0.189583,291612000
362.0,0.189000,0.193583,0.188500,0.191250,294732000
363.0,0.191333,0.192917,0.189667,0.190500,259812000
364.0,0.193250,0.197333,0.192500,0.196333,575964000
367.0,0.203167,0.206000,0.195667,0.196500,1066716000
368.0,0.197917,0.198250,0.184250,0.187250,790224000
369.0,0.185250,0.191250,0.184250,0.189000,724812000
370.0,0.192333,0.194583,0.185833,0.187167,563568000
371.0,0.187583,0.189000,0.180833,0.183583,763092000
374.0,0.184167,0.185833,0.182917,0.184000,579552000
375.0,0.182250,0.183250,0.175583,0.178333,1093380000
376.0,0.179917,0.180583,0.172500,0.176833,1057800000
377.0,0.177250,0.183333,0.173333,0.178667,898764000
378.0,0.182000,0.182417,0.177500,0.179250,573912000
382.0,0.177250,0.182500,0.176833,0.182083,464556000
383.0,0.182917,0.183333,0.177167,0.177917,336492000
384.0,0.174333,0.182667,0.174333,0.178333,640080000
385.0,0.178583,0.182167,0.178000,0.178667,596352000
388.0,0.177667,0.180250,0.170500,0.171500,463704000
389.0,0.172250,0.176917,0.171250,0.174500,439704000
390.0,0.175083,0.179167,0.172167,0.176750,429120000
391.0,0.177083,0.191750,0.176000,0.190917,1002912000
392.0,0.191667,0.192417,0.186500,0.190667,671052000
395.0,0.192250,0.194583,0.188333,0.191000,562968000
396.0,0.190833,0.195417,0.189667,0.194583,507180000
397.0,0.202250,0.207000,0.196500,0.205417,2035404000
398.0,0.203250,0.204667,0.200417,0.203250,690120000
399.0,0.203333,0.215500,0.203250,0.214917,806448000
402.0,0.215167,0.219167,0.210417,0.212333,521628000
403.0,0.211000,0.217833,0.210333,0.214417,455772000
404.0,0.215000,0.215667,0.205833,0.206917,783756000
405.0,0.208000,0.212833,0.207250,0.211750,602376000
406.0,0.210417,0.219500,0.209667,0.217917,556512000
409.0,0.217833,0.218667,0.212500,0.213333,432900000
410.0,0.214750,0.222083,0.214417,0.215250,748500000
411.0,0.214583,0.217667,0.210667,0.214500,466464000
412.0,0.217417,0.217500,0.210917,0.212583,1017408000
413.0,0.228917,0.235833,0.222583,0.235583,3132120000
417.0,0.234000,0.244083,0.231917,0.238583,1420800000
418.0,0.234750,0.237667,0.227000,0.230833,1107840000
419.0,0.227667,0.237250,0.227667,0.236917,695496000
420.0,0.237250,0.241583,0.234667,0.240333,525132000
423.0,0.239167,0.241667,0.237083,0.241583,758064000
424.0,0.242667,0.246667,0.238583,0.241000,737148000
425.0,0.238333,0.239667,0.232500,0.233917,947460000
426.0,0.233333,0.234833,0.227333,0.230750,761292000
427.0,0.231417,0.233417,0.227833,0.229750,593124000
430.0,0.230750,0.236917,0.229167,0.232083,511176000
431.0,0.231500,0.232000,0.218833,0.220333,1332384000
432.0,0.218917,0.223000,0.213917,0.214583,910140000
433.0,0.215250,0.217167,0.211083,0.214500,689280000
434.0,0.216417,0.216750,0.207750,0.209667,732180000
437.0,0.214000,0.216500,0.212500,0.215583,572148000
438.0,0.216667,0.218750,0.211083,0.211250,378108000
439.0,0.210417,0.213750,0.207583,0.207667,535356000
440.0,0.208333,0.209083,0.205083,0.205583,442584000
441.0,0.205750,0.206417,0.197667,0.201417,639012000
444.0,0.201333,0.208833,0.200083,0.208333,654456000
445.0,0.208500,0.210417,0.203833,0.204583,622992000
446.0,0.204333,0.210417,0.203917,0.209000,728784000
447.0,0.209583,0.215250,0.209250,0.209417,865356000
451.0,0.209500,0.212500,0.205083,0.207083,511188000
452.0,0.206833,0.209167,0.201583,0.202500,587400000
453.0,0.202583,0.205417,0.195583,0.202500,858708000
454.0,0.201333,0.202750,0.197083,0.198000,518316000
455.0,0.200417,0.201583,0.194917,0.196083,510756000
458.0,0.195000,0.195583,0.190583,0.194917,421428000
459.0,0.195000,0.199083,0.190333,0.191500,430128000
460.0,0.195083,0.198333,0.193750,0.194417,567468000
461.0,0.195417,0.200000,0.192083,0.198000,506352000
462.0,0.198833,0.203250,0.195000,0.195417,621540000
465.0,0.196833,0.197500,0.191000,0.191583,328380000
466.0,0.191000,0.194250,0.186750,0.193917,512232000
467.0,0.194167,0.194667,0.184583,0.185833,498408000
468.0,0.186250,0.188000,0.183667,0.184333,352080000
469.0,0.182000,0.183333,0.176250,0.177917,630156000
472.0,0.176833,0.180667,0.175833,0.176667,473100000
473.0,0.179583,0.184167,0.178750,0.182833,365460000
474.0,0.185917,0.187083,0.177083,0.177250,564672000
475.0,0.180833,0.187750,0.179250,0.187083,538152000
476.0,0.185917,0.187167,0.183167,0.185333,336276000
479.0,0.186917,0.189667,0.186000,0.188250,318168000
480.0,0.188333,0.192250,0.183583,0.187417,353148000
481.0,0.182500,0.183167,0.176500,0.180250,609348000
482.0,0.179667,0.183250,0.177917,0.180833,372948000
483.0,0.182583,0.184000,0.174333,0.182750,478356000
486.0,0.184917,0.187000,0.179333,0.182083,334908000
487.0,0.182250,0.185583,0.180333,0.181083,439512000
488.0,0.181917,0.188167,0.181333,0.186833,468816000
489.0,0.187917,0.192833,0.186917,0.190500,619272000
490.0,0.192750,0.193167,0.188333,0.193083,355728000
493.0,0.193917,0.198000,0.192750,0.196667,745332000
494.0,0.194167,0.194250,0.186833,0.189000,735120000
495.0,0.190000,0.190833,0.185500,0.185833,555420000
496.0,0.185833,0.192417,0.185667,0.189917,835584000
497.0,0.207083,0.212250,0.198333,0.211083,2650320000
500.0,0.208583,0.213250,0.208500,0.211833,664104000
501.0,0.210583,0.215167,0.210417,0.214167,639804000
502.0,0.213667,0.216250,0.211417,0.215750,550056000
503.0,0.216250,0.217167,0.212917,0.215333,452880000
504.0,0.215083,0.219250,0.212583,0.219167,517008000
507.0,0.220667,0.226500,0.220000,0.224250,703668000
508.0,0.223167,0.228250,0.222083,0.227417,522192000
509.0,0.226917,0.228083,0.222333,0.224500,535272000
510.0,0.226500,0.232583,0.226083,0.230833,788784000
511.0,0.231500,0.231500,0.226917,0.229333,322740000
515.0,0.228333,0.230250,0.222083,0.225833,763176000
516.0,0.224333,0.232083,0.221667,0.227917,796632000
517.0,0.227083,0.236417,0.227083,0.236417,684348000
518.0,0.235583,0.237750,0.233333,0.235833,559620000
521.0,0.231583,0.236167,0.231417,0.233583,512892000
522.0,0.232000,0.235833,0.227083,0.227917,974136000
523.0,0.228500,0.231667,0.223917,0.226333,618720000
524.0,0.224583,0.235917,0.224333,0.235833,619908000
525.0,0.235583,0.235833,0.231583,0.233167,465096000
528.0,0.233333,0.244917,0.232667,0.238333,1409916000
529.0,0.238417,0.242333,0.216750,0.224250,2408412000
530.0,0.222833,0.224583,0.214750,0.223583,1669788000
531.0,0.223500,0.226250,0.220250,0.224750,489240000
532.0,0.227500,0.227917,0.223667,0.224250,456348000
535.0,0.224250,0.229167,0.220583,0.227667,606060000
536.0,0.229167,0.230917,0.227000,0.229833,428172000
537.0,0.232250,0.233833,0.226750,0.229583,700668000
538.0,0.229167,0.236000,0.228333,0.233167,836976000
539.0,0.232750,0.232833,0.224500,0.225750,475632000
542.0,0.224333,0.226167,0.221917,0.223917,354588000
543.0,0.224833,0.226833,0.222333,0.225333,262308000
544.0,0.225417,0.225833,0.221417,0.223250,283572000
545.0,0.224750,0.226833,0.220917,0.222667,593232000
546.0,0.221917,0.224000,0.219167,0.223667,315168000
550.0,0.224500,0.228083,0.222333,0.227167,388440000
551.0,0.227917,0.234250,0.225333,0.233250,703632000
552.0,0.229583,0.233333,0.228833,0.231583,465900000
553.0,0.233000,0.235250,0.230000,0.234500,408132000
556.0,0.236583,0.240417,0.235583,0.238000,399492000
557.0,0.237833,0.238500,0.231833,0.236667,564252000
558.0,0.237667,0.238333,0.233000,0.237000,594780000
559.0,0.239500,0.244167,0.226167,0.226500,1871496000
560.0,0.225833,0.226500,0.220167,0.224083,1223352000
563.0,0.223417,0.223500,0.216250,0.218500,1044900000
564.0,0.219833,0.222000,0.218167,0.221500,517896000
565.0,0.218917,0.225750,0.215917,0.224833,526500000
566.0,0.221917,0.222917,0.216417,0.22100,594528000
567.0,0.222083,0.225250,0.213667,0.21525,699264000
570.0,0.212750,0.223167,0.211833,0.21650,974952000
571.0,0.215583,0.221333,0.214750,0.22100,759492000
572.0,0.221333,0.226500,0.217583,0.22550,807828000
573.0,0.225083,0.228333,0.222000,0.227250,411240000
574.0,0.226333,0.228750,0.223667,0.225500,351660000
577.0,0.226833,0.229917,0.225333,0.228917,389040000
578.0,0.229167,0.232750,0.228833,0.232000,422652000
579.0,0.232000,0.234167,0.229917,0.232000,518256000
580.0,0.230250,0.231250,0.229083,0.229583,356424000
581.0,0.229250,0.235917,0.227667,0.235417,684096000
584.0,0.237000,0.241417,0.234583,0.236250,725544000
585.0,0.236583,0.237167,0.233083,0.235667,291900000
586.0,0.236667,0.237833,0.229750,0.232167,440556000
587.0,0.232167,0.235833,0.229917,0.235417,701556000
588.0,0.249250,0.251750,0.240750,0.249583,2295420000
591.0,0.250417,0.258500,0.247250,0.255917,882804000
592.0,0.253500,0.255750,0.249750,0.251583,637488000
593.0,0.250500,0.254667,0.250333,0.251583,607572000
594.0,0.249667,0.250917,0.244000,0.245083,822732000
595.0,0.245500,0.246250,0.242583,0.243333,422232000
598.0,0.242917,0.246833,0.238500,0.241333,547224000
599.0,0.241083,0.244167,0.240250,0.242917,254460000
600.0,0.241333,0.248250,0.240167,0.243083,514620000
601.0,0.244167,0.246083,0.242083,0.244750,296484000
602.0,0.245000,0.245000,0.238667,0.241000,323436000
605.0,0.238750,0.241667,0.236833,0.241417,343392000
606.0,0.241000,0.250667,0.240667,0.250083,948852000
607.0,0.249500,0.258833,0.248750,0.255667,906804000
608.0,0.254917,0.258083,0.253583,0.255750,556884000
609.0,0.256250,0.256250,0.250750,0.251583,469800000
613.0,0.252500,0.255000,0.248667,0.253667,423096000
614.0,0.253333,0.262417,0.252667,0.261750,588012000
615.0,0.260167,0.268083,0.260167,0.264833,646116000
616.0,0.267667,0.268833,0.263333,0.268250,454236000
619.0,0.268500,0.269333,0.264167,0.267333,556584000
620.0,0.266083,0.276750,0.266083,0.275417,854724000
621.0,0.273333,0.277000,0.270833,0.272083,503448000
622.0,0.276250,0.280000,0.274583,0.276917,759756000
623.0,0.279250,0.280750,0.274833,0.277083,519828000
626.0,0.276750,0.277667,0.271667,0.273167,428316000
627.0,0.275250,0.281583,0.274917,0.278500,522192000
628.0,0.277417,0.282917,0.273667,0.276083,625656000
629.0,0.276750,0.276750,0.263750,0.268667,739152000
630.0,0.268083,0.274917,0.265833,0.272583,314640000
633.0,0.274667,0.276750,0.269750,0.274833,406776000
634.0,0.276000,0.278417,0.273667,0.275750,404160000
635.0,0.276583,0.278167,0.273417,0.277417,353556000
636.0,0.277500,0.283333,0.275250,0.283167,513372000
637.0,0.283333,0.288250,0.282750,0.285667,458832000
640.0,0.289000,0.295583,0.286667,0.293500,549888000
641.0,0.294750,0.299583,0.289000,0.289667,514476000
642.0,0.290000,0.290000,0.278333,0.280083,599184000
643.0,0.279750,0.284083,0.270667,0.279083,685512000
644.0,0.279583,0.282417,0.273333,0.275500,551952000
647.0,0.276917,0.277417,0.268417,0.268500,459216000
648.0,0.269500,0.271833,0.262083,0.265167,540048000
649.0,0.264417,0.272417,0.264083,0.268333,657660000
650.0,0.267750,0.268167,0.256667,0.266917,509304000
651.0,0.268833,0.272167,0.262500,0.266917,311256000
654.0,0.267083,0.272167,0.267083,0.269500,243912000
655.0,0.270500,0.271000,0.263333,0.265083,299832000
656.0,0.261667,0.263250,0.254250,0.262833,635952000
657.0,0.263250,0.270167,0.262083,0.264667,359520000
658.0,0.269167,0.270000,0.264333,0.266167,298368000
661.0,0.268500,0.273417,0.266083,0.273417,291012000
662.0,0.271583,0.276000,0.270417,0.275167,334680000
663.0,0.275250,0.275833,0.267250,0.267667,415344000
664.0,0.268167,0.269000,0.261250,0.262083,227784000
665.0,0.262750,0.270667,0.256250,0.270167,464640000
668.0,0.271250,0.281500,0.271250,0.279583,432420000
669.0,0.279583,0.281667,0.274000,0.276167,400488000
670.0,0.276250,0.292500,0.275000,0.292167,523668000
671.0,0.294167,0.295833,0.286417,0.288750,465072000
672.0,0.288917,0.289583,0.280833,0.283833,570276000
675.0,0.285333,0.286333,0.281417,0.282583,370824000
676.0,0.283667,0.283917,0.276083,0.277333,538968000
677.0,0.277917,0.291667,0.274750,0.289833,818880000
678.0,0.299917,0.306417,0.273667,0.279083,2503620000
679.0,0.281500,0.287000,0.280250,0.283667,545928000
682.0,0.283750,0.291667,0.279417,0.289667,493668000
683.0,0.291417,0.294167,0.289417,0.290333,496200000
684.0,0.290667,0.292250,0.283667,0.289333,455280000
685.0,0.291750,0.302417,0.288333,0.302167,703260000
686.0,0.303167,0.305667,0.295667,0.301583,465768000
689.0,0.301917,0.307417,0.299917,0.306917,454704000
690.0,0.308500,0.318083,0.306083,0.315083,731700000
691.0,0.315417,0.318750,0.312500,0.314167,411948000
693.0,0.315667,0.317750,0.313500,0.317250,116676000
696.0,0.318083,0.320833,0.310000,0.315667,424524000
697.0,0.297000,0.305417,0.294333,0.295667,1043136000
698.0,0.293583,0.302750,0.293500,0.301250,575448000
699.0,0.303750,0.306250,0.300500,0.304833,562032000
700.0,0.306250,0.307000,0.300833,0.304917,334476000
703.0,0.305583,0.305583,0.298250,0.299250,387708000
704.0,0.299750,0.304583,0.299333,0.300500,375252000
705.0,0.301667,0.303500,0.295833,0.301000,352668000
706.0,0.299417,0.303333,0.295167,0.298583,386664000
707.0,0.299500,0.303250,0.295333,0.302833,262896000
710.0,0.303667,0.307917,0.303167,0.307250,281136000
711.0,0.307833,0.313917,0.305583,0.311250,443412000
712.0,0.308917,0.310417,0.304667,0.308333,287472000
713.0,0.308083,0.310417,0.301250,0.304417,332724000
714.0,0.305500,0.308417,0.302583,0.307083,1065600000
717.0,0.307750,0.31000,0.301250,0.302000,292296000
718.0,0.301667,0.30625,0.297833,0.301833,304356000
